copy_to_clipboard 2Theta I_sum I_diff

  2Theta     I_plus   sI_plus    I_minus  sI_minus      I_sum     I_diff
   86.87  173.85786  19.71469  179.27100  19.99400  353.12886   -5.41314
   86.92  178.11359  19.79560  179.30090  19.86200  357.41449   -1.18731
   86.97  171.88630  20.01355  178.00760  20.33700  349.89390   -6.12130
   87.02  179.18866  19.88109  179.43770  19.90100  358.62636   -0.24904
   87.07  175.50506  19.82208  174.91730  19.80100  350.42236    0.58776
   87.12  174.45734  19.71284  183.33980  20.16300  357.79714   -8.88246
   87.17  178.05778  19.92480  179.58720  20.00800  357.64498   -1.52942
   87.22  173.68488  19.43496  179.54790  19.73300  353.23278   -5.86302
   87.27  179.74149  20.09804  179.33210  20.08500  359.07359    0.40939
   87.32  176.07217  19.55793  181.19770  19.81900  357.26987   -5.12553
   87.37  178.06808  19.65526  180.38310  19.77700  358.45118   -2.31502
   87.42  172.96907  19.57557  179.24820  19.89800  352.21727   -6.27913
   87.47  173.60503  19.53622  176.63330  19.69500  350.23833   -3.02827
   87.52  174.22497  19.41297  176.86270  19.55100  351.08767   -2.63773
   87.57  176.05731  19.75229  176.57310  19.78600  352.63041   -0.51579
   87.62  177.17894  19.68790  175.47760  19.61000  352.65654    1.70134
   87.67  173.69895  19.39424  181.85130  19.80300  355.55025   -8.15235
   87.72  173.68607  19.40480  179.10880  19.68000  352.79487   -5.42273
   87.77  176.39144  19.73192  179.75190  19.90600  356.14334   -3.36046
   87.82  173.58243  19.18499  177.04490  19.36300  350.62733   -3.46247
   87.87  178.82511  19.95727  175.06420  19.77600  353.88931    3.76091
   87.92  174.38368  19.51087  177.22200  19.66000  351.60568   -2.83832
   87.97  175.40488  19.66245  175.15020  19.65700  350.55508    0.25468
   88.02  179.35956  19.86419  180.48380  19.92800  359.84336   -1.12424
   88.07  181.14734  19.70006  180.12300  19.65800  361.27034    1.02434
   88.12  176.08913  19.73654  180.71230  19.97400  356.80143   -4.62317
   88.17  175.17222  19.53824  179.08710  19.74000  354.25932   -3.91488
   88.22  175.88739  19.44249  174.15470  19.36300  350.04209    1.73269
   88.27  174.32462  19.40846  179.32610  19.66300  353.65072   -5.00148
   88.32  176.03550  19.55966  175.26240  19.52900  351.29790    0.77310
   88.37  173.02920  19.34937  176.90950  19.54900  349.93871   -3.88030
   88.42  175.50297  19.70817  180.34530  19.95700  355.84827   -4.84233
   88.47  174.28221  19.16512  176.51130  19.28200  350.79351   -2.22909
   88.52  171.71795  19.48676  177.61450  19.79000  349.33245   -5.89655
   88.57  176.88506  19.62631  177.10150  19.64500  353.98656   -0.21644
   88.62  170.22380  19.28103  177.82610  19.66900  348.04990   -7.60230
   88.67  173.13587  19.15241  179.50200  19.47100  352.63787   -6.36613
   88.72  171.97193  19.36030  173.74780  19.45700  345.71973   -1.77587
   88.77  175.36607  19.38513  174.54990  19.35200  349.91597    0.81617
   88.82  174.46909  19.41582  174.51380  19.42500  348.98289   -0.04471
   88.87  173.03254  19.22708  173.00480  19.23300  346.03734    0.02774
   88.92  172.96317  19.37706  175.95870  19.53400  348.92187   -2.99553
   88.97  171.55403  19.34153  175.43430  19.54300  346.98833   -3.88027
   89.02  172.41530  19.42933  174.23260  19.52800  346.64790   -1.81730
   89.07  169.21115  18.83048  176.20210  19.18200  345.41325   -6.99095
   89.12  172.09246  19.93391  175.17740  20.09900  347.26986   -3.08494
   89.17  173.35540  18.95910  172.38460  18.91900  345.74000    0.97080
   89.22  171.11499  19.48229  172.61800  19.56500  343.73299   -1.50301
   89.27  171.29498  19.24095  174.99230  19.43300  346.28728   -3.69732
   89.32  170.49849  19.51179  173.88500  19.69100  344.38349   -3.38651
   89.37  174.63685  19.26835  171.68540  19.13000  346.32225    2.95145
   89.42  174.62067  19.80592  171.25270  19.64200  345.87337    3.36797
   89.47  172.62391  19.09136  169.58300  18.94800  342.20691    3.04091
   89.52  175.36927  19.68354  173.95630  19.62000  349.32557    1.41297
   89.57  171.85573  19.29316  171.65500  19.29000  343.51073    0.20073
   89.62  168.87856  19.49704  172.18460  19.67400  341.06316   -3.30604
   89.67  169.71429  19.11280  173.83250  19.32600  343.54679   -4.11821
   89.72  171.76923  19.80070  173.65630  19.90500  345.42553   -1.88707
   89.77  179.06204  19.50657  174.93980  19.31100  354.00184    4.12224
   89.82  173.44814  20.01762  173.33420  20.01900  346.78234    0.11394
   89.87  173.81995  19.37084  174.52810  19.41300  348.34805   -0.70815
   89.92  175.21114  19.98681  170.17590  19.73500  345.38704    5.03524
   89.97  171.83208  20.05593  170.31760  19.98400  342.14968    1.51448
   90.02  171.59975  20.15171  170.16240  20.08400  341.76215    1.43735
   90.07  173.97515  19.96820  173.13230  19.93200  347.10745    0.84285
   90.12  174.53150  19.50617  174.12350  19.49300  348.65500    0.40800
   90.17  175.98754  20.40914  174.09670  20.31800  350.08424    1.89084
   90.22  172.50979  19.32251  174.63440  19.43600  347.14419   -2.12461
   90.27  171.88613  19.81444  170.95850  19.77500  342.84463    0.92763
   90.32  171.71737  19.29754  173.05820  19.37200  344.77557   -1.34083
   90.37  175.27036  19.96950  172.00520  19.80900  347.27556    3.26516
   90.42  173.11801  19.49938  175.76250  19.63900  348.88051   -2.64449
   90.47  171.77787  19.62898  177.59530  19.93100  349.37317   -5.81743
   90.52  177.07959  19.70957  176.53560  19.69000  353.61519    0.54399
   90.57  175.86219  20.08876  175.37190  20.07100  351.23409    0.49029
   90.62  180.08197  19.71569  180.61840  19.74900  360.70037   -0.53643
   90.67  175.03240  20.02526  178.85710  20.22800  353.88950   -3.82470
   90.72  177.51272  19.64507  178.45930  19.69900  355.97202   -0.94658
   90.77  179.89983  20.33349  175.58150  20.12100  355.48133    4.31833
   90.82  176.07891  19.54576  177.24990  19.61200  353.32881   -1.17099
   90.87  181.14249  20.19307  181.57990  20.22200  362.72239   -0.43741
   90.92  177.22234  19.70787  178.44530  19.77600  355.66764   -1.22296
   90.97  179.52273  20.04058  176.71650  19.90800  356.23923    2.80623
   91.02  176.05551  19.53273  181.68350  19.81800  357.73901   -5.62799
   91.07  175.84093  19.78849  178.55620  19.93200  354.39713   -2.71527
   91.12  181.16726  19.89441  180.74040  19.88100  361.90766    0.42686
   91.17  181.78906  20.30951  181.39280  20.29800  363.18186    0.39626
   91.22  176.99437  19.50367  179.10370  19.61500  356.09807   -2.10933
   91.27  175.75045  19.94137  186.81510  20.50100  362.56555  -11.06465
   91.32  180.17747  19.90071  180.82440  19.94000  361.00187   -0.64693
   91.37  181.82996  20.17358  181.20440  20.15000  363.03436    0.62556
   91.42  183.88290  20.11352  181.39750  19.99900  365.28040    2.48540
   91.47  181.70115  20.23802  179.86730  20.15400  361.56845    1.83385
   91.52  183.85232  20.08114  184.23370  20.10700  368.08602   -0.38138
   91.57  182.01196  20.05301  184.13700  20.16600  366.14896   -2.12504
   91.62  183.39408  20.24812  181.81200  20.17700  365.20608    1.58208
   91.67  184.11314  20.34891  182.27750  20.26600  366.39064    1.83564
   91.72  178.55904  19.75001  181.47010  19.90100  360.02914   -2.91106
   91.77  178.45809  19.96879  180.81560  20.09300  359.27369   -2.35751
   91.82  181.86438  20.28777  185.79810  20.49000  367.66248   -3.93372
   91.87  176.73732  19.91995  182.24870  20.20300  358.98602   -5.51138
   91.92  181.63108  19.85740  184.18980  19.98900  365.82088   -2.55872
   91.97  182.75634  20.00932  179.56320  19.86000  362.31954    3.19314
   92.02  181.51971  20.04875  183.22370  20.14100  364.74341   -1.70399
   92.07  181.49255  20.30057  186.18190  20.54100  367.67445   -4.68935
   92.12  182.63855  20.16059  181.70380  20.12200  364.34235    0.93475
   92.17  181.87920  19.94145  179.85690  19.84900  361.73610    2.02230
   92.22  186.37002  20.14139  181.56130  19.91500  367.93132    4.80872
   92.27  181.89326  20.15707  180.03390  20.07200  361.92716    1.85936
   92.32  184.97995  20.27579  179.30440  20.00300  364.28435    5.67555
   92.37  179.56654  19.92234  182.53110  20.07600  362.09764   -2.96456
   92.42  180.74018  20.11056  177.31700  19.94700  358.05718    3.42318
   92.47  183.28612  20.19564  181.45960  20.11300  364.74572    1.82652
   92.52  176.81747  19.66091  180.01980  19.82600  356.83727   -3.20233
   92.57  178.83376  19.94784  180.73230  20.05100  359.56606   -1.89854
   92.62  179.96786  20.26240  179.70080  20.25700  359.66866    0.26706
   92.67  177.95898  19.54092  180.95480  19.69500  358.91378   -2.99582
   92.72  174.93605  19.99109  179.69860  20.24100  354.63465   -4.76255
   92.77  177.58320  19.64719  177.33110  19.64300  354.91430    0.25210
   92.82  177.21780  19.78934  172.69440  19.57000  349.91220    4.52340
   92.87  179.36409  19.79046  181.17390  19.88700  360.53799   -1.80981
   92.92  180.96048  19.95479  175.90860  19.71100  356.86908    5.05188
   92.97  175.31842  19.85854  174.82880  19.84100  350.14722    0.48962
   93.02  178.10496  20.02612  172.35300  19.74200  350.45796    5.75196
   93.07  176.14426  19.88749  176.10220  19.89200  352.24646    0.04206
   93.12  174.79007  20.23867  175.44740  20.28000  350.23747   -0.65733
   93.17  178.19779  20.05548  172.28190  19.76300  350.47969    5.91589
   93.22  174.03960  20.53789  176.80120  20.69100  350.84080   -2.76160
   93.27  175.17604  19.63525  172.44550  19.50500  347.62154    2.73054
   93.32  174.14394  19.71113  181.60200  20.09200  355.74594   -7.45806
   93.37  172.11028  19.80596  175.93010  20.00900  348.04038   -3.81982
   93.42  176.36996  19.77164  177.49280  19.83600  353.86276   -1.12284
   93.47  177.46181  20.11857  171.95530  19.84500  349.41711    5.50651
   93.52  171.55359  19.43488  174.20600  19.57500  345.75959   -2.65241
   93.57  173.52805  19.67271  172.84870  19.64600  346.37675    0.67935
   93.62  172.56722  19.92045  173.75820  19.98900  346.32542   -1.19098
   93.67  173.75367  19.61385  169.18350  19.38800  342.93717    4.57017
   93.72  172.38281  19.33356  173.58760  19.40100  345.97041   -1.20479
   93.77  172.12767  19.53426  172.63260  19.56700  344.76027   -0.50493
   93.82  172.34302  19.61701  172.89090  19.65200  345.23392   -0.54788
   93.87  174.41993  20.18742  175.69130  20.26000  350.11123   -1.27137
   93.92  169.83598  19.58646  171.12000  19.66000  340.95598   -1.28402
   93.97  170.51849  19.16711  169.74940  19.13500  340.26789    0.76909
   94.02  171.35590  19.14285  174.67100  19.31500  346.02690   -3.31510
   94.07  173.64356  19.84713  176.31340  19.99000  349.95696   -2.66984
   94.12  174.90766  19.24775  174.30000  19.22500  349.20766    0.60766
   94.17  172.80878  19.86758  174.14880  19.94400  346.95758   -1.34002
   94.22  174.14486  19.75846  171.15120  19.61300  345.29606    2.99366
   94.27  168.80570  19.22397  175.46320  19.56600  344.26890   -6.65750
   94.32  170.90551  19.66790  174.04180  19.83600  344.94731   -3.13629
   94.37  170.68263  19.34104  174.12970  19.52200  344.81233   -3.44707
   94.42  172.00470  19.45332  168.45580  19.28000  340.46050    3.54890
   94.47  172.59615  19.47321  172.07320  19.45400  344.66935    0.52295
   94.52  174.29276  19.59507  171.35580  19.45400  345.64856    2.93696
   94.57  172.05059  19.50130  174.49760  19.63200  346.54819   -2.44701
   94.62  169.71562  19.39508  170.90010  19.46300  340.61572   -1.18448
   94.67  170.10756  19.40539  172.37290  19.52800  342.48046   -2.26534
   94.72  170.55353  19.32889  171.07450  19.36300  341.62803   -0.52097
   94.77  174.15427  19.57688  174.73950  19.61300  348.89377   -0.58523
   94.82  171.51421  19.51481  174.77160  19.68700  346.28581   -3.25739
   94.87  167.64463  19.04499  171.93560  19.26800  339.58023   -4.29097
   94.92  171.99417  19.46866  171.87260  19.47000  343.86677    0.12157
   94.97  173.63602  19.65854  172.23160  19.59500  345.86762    1.40442
   95.02  172.90558  19.56664  172.98630  19.57800  345.89188   -0.08072
   95.07  172.12420  19.29071  172.34700  19.30900  344.47120   -0.22280
   95.12  172.39973  19.70383  172.68360  19.72600  345.08333   -0.28387
   95.17  172.62498  19.21533  172.58130  19.22100  345.20628    0.04368
   95.22  169.64382  19.35033  167.31980  19.23800  336.96362    2.32402
   95.27  171.82545  19.39975  172.31310  19.43100  344.13855   -0.48765
   95.32  173.25350  19.86358  170.72060  19.74100  343.97410    2.53290
   95.37  174.74348  19.36131  170.01080  19.13300  344.75428    4.73268
   95.42  172.81398  19.50776  171.09220  19.42700  343.90618    1.72178
   95.47  172.98492  19.21832  170.64920  19.10900  343.63412    2.33572
   95.52  176.35110  19.77834  172.41900  19.58700  348.77010    3.93210
   95.57  171.88769  19.40726  174.55730  19.54900  346.44499   -2.66961
   95.62  172.13317  19.74914  167.51690  19.51800  339.65007    4.61627
   95.67  168.09487  19.10289  172.35310  19.32500  340.44797   -4.25823
   95.72  171.67980  19.78725  173.23550  19.87500  344.91530   -1.55570
   95.77  171.86019  19.20199  171.97690  19.21500  343.83709   -0.11671
   95.82  169.65385  19.56738  172.39450  19.71700  342.04835   -2.74065
   95.87  166.83983  18.89402  168.38320  18.97800  335.22303   -1.54337
   95.92  170.11911  19.70799  167.96090  19.60400  338.08001    2.15821
   95.97  171.36225  19.22923  170.97130  19.21700  342.33355    0.39095
   96.02  172.22819  19.68958  174.59500  19.81800  346.82319   -2.36681
   96.07  173.27833  19.46326  168.70110  19.23900  341.97943    4.57723
   96.12  170.95608  19.75882  167.55630  19.59000  338.51238    3.39978
   96.17  169.79191  19.23492  172.21060  19.36400  342.00251   -2.41869
   96.22  174.58544  20.30364  172.98140  20.22700  347.56684    1.60404
   96.27  174.60424  19.35823  171.13230  19.19300  345.73654    3.47194
   96.32  171.55881  19.73922  175.71220  19.95900  347.27101   -4.15339
   96.37  171.38658  18.87098  172.09240  18.91300  343.47898   -0.70582
   96.42  176.55054  21.69861  170.30160  21.36000  346.85214    6.24894
   96.47  174.59474  20.13429  175.25890  20.17600  349.85364   -0.66416
   96.52  174.69493  19.41906  172.08570  19.29600  346.78063    2.60923
   96.57  177.52374  20.38921  170.83920  20.05000  348.36294    6.68454
   96.62  170.24275  18.96629  172.31810  19.07600  342.56085   -2.07535
   96.67  170.16888  19.48026  171.93400  19.57800  342.10288   -1.76512
   96.72  172.89344  19.27485  174.45970  19.36000  347.35314   -1.56626
   96.77  173.87337  19.73948  172.60820  19.68200  346.48157    1.26517
   96.82  171.00060  19.07711  171.46500  19.10800  342.46560   -0.46440
   96.87  169.45776  19.47655  173.67340  19.69900  343.13116   -4.21564
   96.92  168.84088  18.75006  174.43730  19.03300  343.27818   -5.59642
   96.97  170.10174  19.77667  170.96660  19.82900  341.06834   -0.86486
   97.02  174.30099  19.13266  178.23750  19.33200  352.53849   -3.93651
   97.07  173.06262  19.73316  173.38080  19.75600  346.44342   -0.31818
   97.12  169.04435  19.08245  172.01960  19.23900  341.06395   -2.97525
   97.17  170.43426  19.37505  173.65660  19.54600  344.09086   -3.22234
   97.22  172.96696  19.03916  171.48940  18.97400  344.45636    1.47756
   97.27  175.34642  19.76320  173.63290  19.68500  348.97932    1.71352
   97.32  175.78111  19.34005  172.97550  19.20800  348.75661    2.80561
   97.37  175.63923  19.80157  172.33290  19.64100  347.97213    3.30633
   97.42  172.61662  19.34156  173.53940  19.39600  346.15602   -0.92278
   97.47  172.06283  19.55248  173.49730  19.63400  345.56013   -1.43447
   97.52  173.80195  19.01410  176.14350  19.13500  349.94545   -2.34155
   97.57  172.97974  19.44284  172.02570  19.40300  345.00544    0.95404
   97.62  176.60672  19.56483  174.94710  19.49000  351.55382    1.65962
   97.67  175.62662  19.80107  175.08180  19.78100  350.70842    0.54482
   97.72  172.36684  19.32043  171.61290  19.29000  343.97974    0.75394
   97.77  173.25168  19.30848  175.21270  19.41400  348.46438   -1.96102
   97.82  175.73455  19.35870  171.44520  19.15300  347.17975    4.28935
   97.87  174.05933  19.44529  171.96210  19.34800  346.02143    2.09723
   97.92  175.00304  19.28337  177.30550  19.40400  352.30854   -2.30246
   97.97  173.86158  19.58714  175.97670  19.70100  349.83828   -2.11512
   98.02  173.82871  19.30488  176.48550  19.44300  350.31421   -2.65679
   98.07  175.85968  19.59939  173.10790  19.46900  348.96758    2.75178
   98.12  173.13799  19.32240  179.18240  19.62800  352.32039   -6.04441
   98.17  173.94509  19.38677  175.94240  19.49400  349.88749   -1.99731
   98.22  170.12350  19.18893  175.00150  19.44000  345.12500   -4.87800
   98.27  174.12889  19.27517  171.33790  19.14400  345.46679    2.79099
   98.32  172.48694  19.36680  173.30020  19.41500  345.78714   -0.81326
   98.37  174.38528  19.34163  176.44540  19.45000  350.83068   -2.06012
   98.42  175.24413  19.61428  174.24940  19.57200  349.49353    0.99473
   98.47  175.90249  19.27539  172.28840  19.10500  348.19089    3.61409
   98.52  175.51300  19.59925  171.72190  19.41600  347.23490    3.79110
   98.57  171.38858  19.23351  174.81630  19.41200  346.20488   -3.42772
   98.62  174.77046  19.16655  176.03330  19.23600  350.80376   -1.26284
   98.67  171.52098  19.35866  176.23580  19.60300  347.75678   -4.71482
   98.72  176.64299  19.51714  174.31320  19.40900  350.95619    2.32979
   98.77  174.71190  19.52511  175.38620  19.56600  350.09810   -0.67430
   98.82  175.37457  19.40356  178.47840  19.56400  353.85297   -3.10383
   98.87  179.51648  19.70582  176.04860  19.54200  355.56508    3.46788
   98.92  175.86048  19.38839  173.29890  19.26900  349.15938    2.56158
   98.97  179.60091  19.69622  175.78100  19.51500  355.38191    3.81991
   99.02  174.36721  19.49838  177.52140  19.66200  351.88861   -3.15419
   99.07  176.75184  19.42018  176.48060  19.41400  353.23244    0.27124
   99.12  177.73961  19.66223  176.55980  19.61100  354.29941    1.17981
   99.17  178.18160  19.61714  176.79400  19.55600  354.97560    1.38760
   99.22  177.74697  19.62425  177.20690  19.60500  354.95387    0.54007
   99.27  176.12529  19.35519  175.89830  19.35100  352.02359    0.22699
   99.32  177.53899  19.47256  177.14570  19.46000  354.68469    0.39329
   99.37  177.45823  19.60197  179.32640  19.70200  356.78463   -1.86817
   99.42  174.99272  19.58025  174.12450  19.54500  349.11722    0.86822
   99.47  178.93018  19.63321  176.17620  19.50400  355.10638    2.75398
   99.52  179.09370  20.18021  174.46570  19.95300  353.55940    4.62800
   99.57  176.81434  19.74479  176.65500  19.74400  353.46934    0.15934
