  2Theta(x)          dd      Delete          del         dd        I_sum(y)    I_diff(y2)
   59.12000  25976.39032  233.70603  26685.84000  236.63000  52662.23032   -709.44968
   59.17000  26335.60606  240.63371  26997.97000  243.41000  53333.57606   -662.36394
   59.22000  26297.87043  238.33396  26921.75000  240.94000  53219.62043   -623.87957
   59.27000  26751.73338  240.93994  26743.16000  241.00000  53494.89338      8.57338
   59.32000  26120.31382  236.65631  27117.07000  240.74000  53237.38382   -996.75618
   59.37000  26463.71654  242.12520  26996.73000  244.39000  53460.44654   -533.01346
   59.42000  26506.94374  240.44786  26882.51000  242.06000  53389.45374   -375.56626
   59.47000  26682.85363  241.09351  26845.12000  241.84000  53527.97363   -162.26637
   59.52000  26389.25273  239.25711  26183.87000  238.51000  52573.12273    205.38273
   59.57000  25622.20177  235.15061  26212.37000  237.64000  51834.57177   -590.16823
   59.62000  24843.12636  229.83056  25274.90000  231.70000  50118.02636   -431.77364
   59.67000  24134.51907  230.55560  24611.53000  232.68000  48746.04907   -477.01093
   59.72000  23450.40082  226.72739  23504.83000  227.05000  46955.23082    -54.42918
   59.77000  22375.43491  220.61822  22961.59000  223.27000  45337.02491   -586.15509
   59.82000  21410.35659  215.45794  21318.48000  215.12000  42728.83659     91.87659
   59.87000  20639.49069  210.72409  21037.68000  212.61000  41677.17069   -398.18931
   59.92000  20493.61930  210.16773  20631.08000  210.87000  41124.69930   -137.46070
   59.97000  20080.07515  209.74117  20252.58000  210.62000  40332.65515   -172.50485
   60.02000  19756.90413  206.05443  20182.51000  208.10000  39939.41413   -425.60587
   60.07000  20066.14608  209.90854  20031.72000  209.82000  40097.86608     34.42608
   60.12000  19935.81130  210.68814  19968.57000  210.93000  39904.38130    -32.75870
   60.17000  19801.23461  208.01785  20332.93000  210.58000  40134.16461   -531.69539
   60.22000  19821.09992  208.09500  19871.31000  208.41000  39692.40992    -50.21008
   60.27000  19470.65766  205.07708  20006.80000  207.66000  39477.45766   -536.14234
   60.32000  19723.85220  206.14570  19860.89000  206.86000  39584.74220   -137.03780
   60.37000  19285.62670  204.59729  19774.08000  206.98000  39059.70670   -488.45330
   60.42000  19393.19677  206.81651  19912.51000  209.36000  39305.70677   -519.31323
   60.47000  19711.89026  208.60435  19428.05000  207.33000  39139.94026    283.84026
   60.52000  19411.83370  204.57675  19724.16000  206.11000  39135.99370   -312.32630
   60.57000  19563.22397  207.41792  19839.18000  208.80000  39402.40397   -275.95603
   60.62000  19612.30053  206.57793  19359.12000  205.46000  38971.42053    253.18053
   60.67000  19822.24867  206.29921  19486.86000  204.81000  39309.10867    335.38867
   60.72000  19448.79812  208.61266  19685.83000  209.81000  39134.62812   -237.03188
   60.77000  19353.00214  203.05304  19548.83000  204.04000  38901.83214   -195.82786
   60.82000  19693.36897  205.97419  19536.76000  205.32000  39230.12897    156.60897
   60.87000  19217.85093  207.05200  19159.25000  206.85000  38377.10093     58.60093
   60.92000  19231.72169  202.58243  19329.08000  203.12000  38560.80169    -97.35831
   60.97000  19494.31925  205.69644  19386.93000  205.27000  38881.24925    107.38925
   61.02000  19734.43402  211.26848  19103.32000  208.30000  38837.75402    631.11402
   61.07000  19513.37965  204.63068  19545.69000  204.86000  39059.06965    -32.31035
   61.12000  19278.46976  198.73413  19680.66000  200.65000  38959.12976   -402.19024
   61.17000  19202.85778  211.42982  18818.86000  209.60000  38021.71778    383.99778
   61.22000  19384.24015  206.02753  19775.85000  207.96000  39160.09015   -391.60985
   61.27000  19570.83203  206.88309  19477.38000  206.52000  39048.21203     93.45203
   61.32000  19143.77157  194.99824  19284.73000  195.72000  38428.50157   -140.95843
   61.37000  19420.03865  191.65631  19901.89000  193.85000  39321.92865   -481.85135
   61.42000  19216.84166  211.05986  19287.78000  211.49000  38504.62166    -70.93834
   61.47000  18996.09178  200.59195  19164.38000  201.46000  38160.47178   -168.28822
   61.52000  18709.45774  346.65192  19638.52000  354.37000  38347.97774   -929.06226
   61.57000  19260.15759  365.33672  19713.63000  369.27000  38973.78759   -453.47241
   61.62000  19311.47077  168.45064  19526.84000  169.35000  38838.31077   -215.36923
   61.67000  19113.04859  181.32643  19490.39000  182.99000  38603.43859   -377.34141
   61.72000  19074.19527  233.48667  19378.57000  235.23000  38452.76527   -304.37473
   61.77000  18955.13953  199.59179  19174.71000  200.70000  38129.84953   -219.57047
   61.82000  19056.38501  236.91290  19017.90000  236.79000  38074.28501     38.48501
   61.87000  18934.66000  227.99062  19113.96000  229.04000  38048.62000   -179.30000
   61.92000  19840.09384  186.16587  19704.81000  185.67000  39544.90384    135.28384
   61.97000  18474.32409  246.13402  19567.59000  252.62000  38041.91409  -1093.26591
   62.02000  18764.36647  186.98886  18989.79000  188.07000  37754.15647   -225.42353
   62.07000  19007.87320  186.73328  18903.28000  186.34000  37911.15320    104.59320
   62.12000  19111.11871  196.70568  19395.17000  198.08000  38506.28871   -284.05129
   62.17000  19156.03864  205.66357  19451.71000  207.15000  38607.74864   -295.67136
   62.22000  19439.85422  203.17633  19064.99000  201.49000  38504.84422    374.86422
   62.27000  19080.04574  203.28765  19520.78000  205.45000  38600.82574   -440.73426
   62.32000  18941.64495  202.97018  18983.69000  203.25000  37925.33495    -42.04505
   62.37000  19001.82155  202.66965  19010.96000  202.79000  38012.78155     -9.13845
   62.42000  18837.36291  200.12323  18821.72000  200.13000  37659.08291     15.64291
   62.47000  19061.80497  202.34439  19120.26000  202.70000  38182.06497    -58.45503
   62.52000  19022.40259  202.98515  19116.17000  203.51000  38138.57259    -93.76741
   62.57000  18999.31968  204.48341  18940.68000  204.28000  37939.99968     58.63968
   62.62000  19218.31775  203.94744  18787.83000  201.96000  38006.14775    430.48775
   62.67000  18861.67837  201.95526  19317.37000  204.19000  38179.04837   -455.69163
   62.72000  18955.29843  202.92923  18744.82000  202.00000  37700.11843    210.47843
   62.77000  18681.16664  198.59437  18924.75000  199.83000  37605.91664   -243.58336
   62.82000  18901.90234  204.65775  19012.31000  205.27000  37914.21234   -110.40766
   62.87000  19093.90514  202.84085  19475.73000  204.72000  38569.63514   -381.82486
   62.92000  18798.58229  203.75216  18981.25000  204.72000  37779.83229   -182.66771
   62.97000  18647.36730  200.45252  18874.43000  201.61000  37521.79730   -227.06270
   63.02000  18990.43022  204.70263  18803.72000  203.88000  37794.15022    186.71022
   63.07000  18902.23351  202.22187  19133.62000  203.40000  38035.85351   -231.38649
   63.12000  18963.39530  167.46863  19226.54000  168.56000  38189.93530   -263.14470
   63.17000  18726.42675  201.51203  18828.78000  202.08000  37555.20675   -102.35325
   63.32000  18981.42395  207.55110  18511.59000  205.32000  37493.01395    469.83395
   63.37000  19163.19981  169.41128  18913.69000  168.49000  38076.88981    249.50981
   63.42000  18424.87707  198.87375  18860.90000  201.05000  37285.77707   -436.02293
   63.47000  18520.53433  195.74363  18928.43000  197.73000  37448.96433   -407.89567
   63.52000  18788.97709  206.30833  18567.29000  205.30000  37356.26709    221.68709
   63.57000  18518.39515  202.12283  18811.82000  203.62000  37330.21515   -293.42485
   63.62000  18473.49684  200.80767  18680.43000  201.89000  37153.92684   -206.93316
   63.67000  18589.76408  198.88352  18551.82000  198.78000  37141.58408     37.94408
   63.72000  18546.84207  205.48435  18729.76000  206.47000  37276.60207   -182.91793
   63.77000  18262.14399  199.70594  18757.27000  202.20000  37019.41399   -495.12601
   63.82000  18675.78829  204.84573  18574.01000  204.42000  37249.79829    101.77829
   63.87000  18616.58118  199.72083  19020.44000  201.72000  37637.02118   -403.85882
   63.92000  18246.89673  203.11404  18830.15000  206.07000  37077.04673   -583.25327
   63.97000  18883.71486  201.40133  18519.53000  199.73000  37403.24486    364.18486
   64.02000  18353.71907  204.06741  18798.34000  206.34000  37152.05907   -444.62093
   64.07000  18772.31219  202.20323  18750.25000  202.18000  37522.56219     22.06219
   64.12000  18915.13271  209.99878  19159.46000  211.29000  38074.59271   -244.32729
   64.17000  18676.15671  202.62497  19046.19000  204.49000  37722.34671   -370.03329
   64.22000  18581.91658  206.22741  18903.30000  207.90000  37485.21658   -321.38342
   64.27000  18604.18721  198.65271  18592.45000  198.68000  37196.63721     11.73721
   64.32000  18509.18912  206.94864  18366.45000  206.31000  36875.63912    142.73912
   64.37000  18658.09077  213.43409  18607.44000  213.25000  37265.53077     50.65077
   64.42000  18542.46873  211.28143  18345.74000  210.36000  36888.20873    196.72873
   64.47000  18543.05614  204.08480  18648.33000  204.69000  37191.38614   -105.27386
   64.52000  18782.52102  201.18681  18660.99000  200.68000  37443.51102    121.53102
   64.57000  18762.21008  210.59761  18374.88000  208.72000  37137.09008    387.33008
   64.62000  18531.02894  199.79999  18318.25000  198.84000  36849.27894    212.77894
   64.67000  18565.64416  203.62670  18509.71000  203.43000  37075.35416     55.93416
   64.72000  18775.19846  202.75364  18642.07000  202.18000  37417.26846    133.12846
   64.77000  18494.29762  203.46133  18235.13000  202.26000  36729.42762    259.16762
   64.82000  18451.60031  198.90912  18510.10000  199.27000  36961.70031    -58.49969
   64.87000  18840.56680  207.39927  18457.64000  205.58000  37298.20680    382.92680
   64.92000  18765.11724  200.06163  18528.86000  199.01000  37293.97724    236.25724
   64.97000  18457.47432  202.92596  18948.73000  205.40000  37406.20432   -491.25568
   65.02000  18861.28558  201.06093  18501.34000  199.41000  37362.62558    359.94558
   65.07000  18632.00406  203.90228  18890.81000  205.25000  37522.81406   -258.80594
   65.12000  18784.63847  199.65244  18589.69000  198.80000  37374.32847    194.94847
   65.17000  19105.94167  209.86432  18738.39000  208.12000  37844.33167    367.55167
   65.22000  19003.16979  200.07486  18687.71000  198.66000  37690.87979    315.45979
   65.27000  19213.01573  204.87324  19057.25000  204.21000  38270.26573    155.76573
   65.32000  19177.84653  205.10011  19085.52000  204.74000  38263.36653     92.32653
   65.37000  19147.36980  206.33540  19113.97000  206.25000  38261.33980     33.39980
   65.42000  19082.90783  202.10233  19032.00000  201.94000  38114.90783     50.90783
   65.47000  19180.84746  205.26809  19106.54000  204.99000  38287.38746     74.30746
   65.52000  19214.93704  204.45563  19453.52000  205.67000  38668.45704   -238.58296
   65.57000  19010.57343  206.26583  19128.62000  206.92000  38139.19343   -118.04657
   65.62000  18991.40431  199.20077  18949.09000  199.08000  37940.49431     42.31431
   65.67000  19130.68501  207.67520  19115.50000  207.68000  38246.18501     15.18501
   65.72000  19303.25450  201.60833  19385.74000  202.07000  38688.99450    -82.48550
   65.77000  19346.94328  206.20447  19189.45000  205.53000  38536.39328    157.49328
   65.82000  19261.27013  204.60330  19158.92000  204.19000  38420.19013    102.35013
   65.87000  19442.01192  206.59413  18937.68000  204.26000  38379.69192    504.33192
   65.92000  18835.54419  200.63192  19053.00000  201.75000  37888.54419   -217.45581
   65.97000  18952.98013  200.80654  18987.13000  201.04000  37940.11013    -34.14987
   66.02000  19050.03439  203.63056  18809.86000  202.55000  37859.89439    240.17439
   66.07000  18937.87328  204.42198  19158.96000  205.57000  38096.83328   -221.08672
   66.12000  18284.07105  200.66750  18990.71000  204.18000  37274.78105   -706.63895
   66.17000  18994.87823  203.89661  18789.52000  202.99000  37784.39823    205.35823
   66.22000  18810.97300  200.89839  18827.45000  201.05000  37638.42300    -16.47700
   66.27000  18173.13146  201.87754  18758.79000  204.84000  36931.92146   -585.65854
   66.32000  18279.77877  195.57431  18572.06000  197.04000  36851.83877   -292.28123
   66.37000  18394.74894  200.07119  18542.17000  200.86000  36936.91894   -147.42106
   66.42000  18461.80476  202.11797  18465.55000  202.21000  36927.35476     -3.74524
   66.47000  18691.67642  201.50650  18807.70000  202.14000  37499.37642   -116.02358
   66.52000  18316.62662  199.78928  18777.39000  202.09000  37094.01662   -460.76338
   66.57000  18555.53907  202.14719  18359.22000  201.26000  36914.75907    196.31907
   66.62000  18610.39450  200.22297  19067.07000  202.48000  37677.46450   -456.67550
   66.67000  18519.61569  202.42550  18722.26000  203.48000  37241.87569   -202.64431
   66.72000  18216.52070  197.76250  18356.17000  198.51000  36572.69070   -139.64930
   66.77000  18713.48536  202.06402  18447.72000  200.85000  37161.20536    265.76536
   66.82000  18396.50848  202.55130  18527.91000  203.27000  36924.41848   -131.40152
   66.87000  18558.70729  199.57086  18413.23000  198.95000  36971.93729    145.47729
   66.92000  18550.17504  203.27395  18707.63000  204.12000  37257.80504   -157.45496
   66.97000  18229.31149  198.69976  18501.01000  200.10000  36730.32149   -271.69851
   67.02000  18858.36549  201.81898  18693.79000  201.10000  37552.15549    164.57549
   67.07000  18610.86484  202.29729  18398.35000  201.34000  37009.21484    212.51484
   67.12000  18574.50203  203.74132  18539.41000  203.65000  37113.91203     35.09203
   67.17000  18119.50346  195.83867  18311.32000  196.83000  36430.82346   -191.81654
   67.22000  18235.22167  202.50347  18705.01000  204.91000  36940.23167   -469.78833
   67.27000  18530.48401  200.26807  18334.34000  199.40000  36864.82401    196.14401
   67.32000  18434.52025  200.48577  18768.98000  202.19000  37203.50025   -334.45975
   67.37000  18684.81795  200.71699  18598.69000  200.38000  37283.50795     86.12795
   67.42000  18434.19219  204.14384  18372.32000  203.92000  36806.51219     61.87219
   67.47000  18480.76534  202.00873  18507.09000  202.22000  36987.85534    -26.32466
   67.52000  18449.68621  196.95565  18197.67000  195.82000  36647.35621    252.01621
   67.57000  18278.51681  206.68706  18577.25000  208.28000  36855.76681   -298.73319
   67.62000  18674.74031  210.35542  18479.53000  209.45000  37154.27031    195.21031
   67.67000  18979.37039  203.07281  18787.96000  202.23000  37767.33039    191.41039
   67.72000  18569.48536  207.89061  18632.25000  208.29000  37201.73536    -62.76464
   67.77000  18948.55463  218.02924  18597.19000  216.30000  37545.74463    351.36463
   67.82000  18839.85192  195.10599  18616.52000  194.14000  37456.37192    223.33192
   67.87000  18636.52053  199.95012  18370.53000  198.74000  37007.05053    265.99053
   67.92000  18873.64265  201.76951  18334.50000  199.25000  37208.14265    539.14265
   67.97000  18759.06707  202.39137  18824.47000  202.79000  37583.53707    -65.40293
   68.02000  18613.25705  199.09499  18847.67000  200.29000  37460.92705   -234.41295
   68.07000  18947.88457  202.00628  18590.78000  200.37000  37538.66457    357.10457
   68.12000  18414.13203  198.67470  18666.76000  199.97000  37080.89203   -252.62797
   68.17000  18367.23510  200.46092  18485.31000  201.11000  36852.54510   -118.07490
   68.22000  18960.92127  202.09279  19172.09000  203.17000  38133.01127   -211.16873
   68.27000  19119.60974  204.47686  18815.12000  203.09000  37934.72974    304.48974
   68.32000  18737.39849  200.20062  19184.03000  202.39000  37921.42849   -446.63151
   68.37000  18968.94599  200.88687  19085.74000  201.52000  38054.68599   -116.79401
   68.42000  18834.27342  202.71779  18904.59000  203.13000  37738.86342    -70.31658
   68.47000  19177.41849  202.69275  19338.67000  203.53000  38516.08849   -161.25151
   68.52000  19186.99565  203.89550  19215.89000  204.10000  38402.88565    -28.89435
   68.57000  19152.69240  202.84029  19449.82000  204.31000  38602.51240   -297.12760
   68.62000  18904.87317  199.96275  19466.63000  202.68000  38371.50317   -561.75683
   68.67000  18983.65830  202.62674  19650.98000  205.86000  38634.63830   -667.32170
   68.72000  19549.12192  206.02412  19437.21000  205.57000  38986.33192    111.91192
   68.77000  19372.24600  205.60852  20187.10000  209.51000  39559.34600   -814.85400
   68.82000  19569.36418  204.37057  19676.11000  204.95000  39245.47418   -106.74582
   68.87000  19417.12339  205.21727  19868.23000  207.42000  39285.35339   -451.10661
   68.92000  19472.69223  206.95770  20021.70000  209.63000  39494.39223   -549.00777
   68.97000  19112.34913  204.32774  20121.70000  209.16000  39234.04913  -1009.35087
   69.02000  20268.37662  212.75226  19964.19000  211.39000  40232.56662    304.18662
   69.07000  19786.38998  205.70079  20555.58000  209.31000  40341.96998   -769.19002
   69.12000  19791.76452  210.86069  20507.44000  214.32000  40299.20452   -715.67548
   69.17000  19847.58283  205.65019  20670.95000  209.50000  40518.53283   -823.36717
   69.22000  20133.58789  210.79558  20278.36000  211.55000  40411.94789   -144.77211
   69.27000  19705.81072  205.31938  20423.09000  208.71000  40128.90072   -717.27928
   69.32000  19916.29592  209.11477  20386.30000  211.40000  40302.59592   -470.00408
   69.37000  20405.52767  203.30290  20636.03000  204.40000  41041.55767   -230.50233
   69.42000  20460.50117  229.97556  21393.55000  234.70000  41854.05117   -933.04883
   69.47000  20488.51964  304.05053  21328.12000  309.67000  41816.63964   -839.60036
   69.52000  20044.35551  217.02328  21173.48000  222.49000  41217.83551  -1129.12449
   69.57000  20583.92717  180.94256  21212.55000  183.45000  41796.47717   -628.62283
   69.62000  20485.66976  212.48290  20967.57000  214.78000  41453.23976   -481.90024
   69.67000  20330.22926  206.88601  20871.53000  209.41000  41201.75926   -541.30074
   69.72000  20452.40470  212.80786  21207.11000  216.37000  41659.51470   -754.70530
   69.77000  20904.98719  212.15039  21647.77000  215.57000  42552.75719   -742.78281
   69.82000  21669.14024  221.73487  21413.54000  220.65000  43082.68024    255.60024
   69.87000  21434.22637  223.38588  22364.69000  227.76000  43798.91637   -930.46363
   69.92000  21755.28133  225.60054  22396.56000  228.63000  44151.84133   -641.27867
   69.97000  22308.00892  211.77774  22545.31000  212.86000  44853.31892   -237.30108
   70.02000  21827.10579  216.88695  22939.58000  221.84000  44766.68579  -1112.47421
   70.07000  22110.17502  216.08754  22884.46000  219.52000  44994.63502   -774.28498
   70.12000  22641.58600  221.51578  22941.94000  222.90000  45583.52600   -300.35400
   70.17000  22445.13754  212.95374  23066.21000  215.65000  45511.34754   -621.07246
   70.22000  22398.89876  204.89299  23075.01000  207.71000  45473.90876   -676.11124
   70.27000  22853.82298  188.86974  23086.07000  189.80000  45939.89298   -232.24702
   70.32000  22999.59687  440.67665  23245.14000  442.96000  46244.73687   -245.54313
   70.37000  22224.57585  409.27993  22831.58000  414.39000  45056.15585   -607.00415
   70.42000  22856.65294  222.57119  23163.87000  223.99000  46020.52294   -307.21706
   70.47000  22997.41637  220.65679  23072.51000  221.06000  46069.92637    -75.09363
   70.52000  23121.87636  203.05619  22974.24000  202.55000  46096.11636    147.63636
   70.57000  22696.37079  196.40976  23269.07000  198.69000  45965.44079   -572.69921
   70.62000  22582.57984  225.48520  22905.07000  227.00000  45487.64984   -322.49016
   70.67000  22998.16728  217.34080  22597.79000  215.72000  45595.95728    400.37728
   70.72000  23717.67231  451.50891  22261.78000  439.07000  45979.45231   1455.89231
   70.77000  23916.78328  408.54643  23037.61000  401.91000  46954.39328    879.17328
   70.82000  22056.90213  207.18029  22193.80000  207.84000  44250.70213   -136.89787
   70.87000  22291.17977  206.77973  21817.90000  204.88000  44109.07977    473.27977
   70.92000  22075.21859  210.55662  21280.50000  207.21000  43355.71859    794.71859
   70.97000  21548.53370  214.43519  21178.41000  212.86000  42726.94370    370.12370
   71.02000  21174.66477  212.38603  20472.62000  209.28000  41647.28477    702.04477
   71.07000  20575.34294  212.71990  20209.35000  211.10000  40784.69294    365.99294
   71.12000  20486.10836  209.25945  19872.52000  206.51000  40358.62836    613.58836
   71.17000  20377.02527  214.28701  19819.94000  211.73000  40196.96527    557.08527
   71.22000  20921.66832  212.18298  19564.71000  206.00000  40486.37832   1356.95832
   71.27000  20190.47270  212.43650  19706.38000  210.22000  39896.85270    484.09270
   71.32000  20383.34355  208.24307  19834.76000  205.80000  40218.10355    548.58355
   71.37000  20517.97971  214.04730  19547.87000  209.54000  40065.84971    970.10971
   71.42000  20347.87649  208.74529  19854.47000  206.55000  40202.34649    493.40649
   71.47000  20234.76862  213.95294  19303.45000  209.57000  39538.21862    931.31862
   71.52000  20173.42944  210.78368  19386.02000  207.14000  39559.44944    787.40944
   71.57000  19843.35232  211.47158  19391.83000  209.39000  39235.18232    451.52232
   71.62000  19760.76892  207.23175  19115.33000  204.25000  38876.09892    645.43892
   71.67000  20221.89771  212.29001  19653.63000  209.68000  39875.52771    568.26771
   71.72000  19805.03158  204.42517  19160.15000  201.50000  38965.18158    644.88158
   71.77000  20139.77936  212.23163  19206.33000  207.85000  39346.10936    933.44936
   71.82000  19942.77956  206.65373  19091.40000  202.73000  39034.17956    851.37956
   71.87000  19913.80547  210.54907  19000.99000  206.25000  38914.79547    912.81547
   71.92000  19897.41307  210.39348  19266.62000  207.46000  39164.03307    630.79307
   71.97000  19480.03329  209.39072  19255.69000  208.39000  38735.72329    224.34329
   72.02000  19954.81765  206.64801  18585.32000  200.26000  38540.13765   1369.49765
   72.07000  19428.90940  207.28493  18544.63000  203.09000  37973.53940    884.27940
   72.12000  19262.94610  204.95474  19373.35000  205.56000  38636.29610   -110.40390
   72.17000  19253.87186  205.88054  18931.61000  204.40000  38185.48186    322.26186
   72.22000  19282.97412  204.67922  19085.97000  203.82000  38368.94412    197.00412
   72.27000  19209.95838  207.34437  18647.52000  204.69000  37857.47838    562.43838
   72.32000  19185.01753  201.82614  18883.67000  200.48000  38068.68753    301.34753
   72.37000  19265.94055  205.12201  18281.58000  200.44000  37547.52055    984.36055
   72.42000  19127.62164  204.26240  18724.76000  202.40000  37852.38164    402.86164
   72.47000  18923.77497  203.67168  18307.05000  200.76000  37230.82497    616.72497
   72.52000  18919.53758  203.12380  18247.58000  199.95000  37167.11758    671.95758
   72.57000  18599.26412  202.77815  18665.26000  203.18000  37264.52412    -65.99588
   72.62000  19060.34503  203.96127  18290.93000  200.31000  37351.27503    769.41503
   72.67000  18715.71834  201.20329  18430.42000  199.91000  37146.13834    285.29834
   72.72000  18678.44056  203.14249  18333.14000  201.53000  37011.58056    345.30056
   72.77000  18796.77981  203.30137  18156.60000  200.25000  36953.37981    640.17981
   72.82000  18660.55617  203.07974  18271.43000  201.26000  36931.98617    389.12617
   72.87000  18725.32843  202.77366  18375.96000  201.15000  37101.28843    349.36843
   72.92000  18771.03371  203.50823  18162.61000  200.61000  36933.64371    608.42371
   72.97000  18508.54194  201.35184  18220.37000  200.02000  36728.91194    288.17194
   73.02000  18269.69895  201.31153  18144.29000  200.77000  36413.98895    125.40895
   73.07000  18131.88147  201.38963  18346.98000  202.53000  36478.86147   -215.09853
   73.12000  18191.46435  198.09754  18261.75000  198.52000  36453.21435    -70.28565
   73.17000  18227.53166  200.00215  18004.82000  198.99000  36232.35166    222.71166
   73.22000  18103.31233  200.03282  17849.00000  198.86000  35952.31233    254.31233
   73.27000  17856.70838  199.78215  18454.41000  202.82000  36311.11838   -597.70162
   73.32000  18092.03124  199.85619  17894.14000  198.94000  35986.17124    197.89124
   73.37000  18085.56017  198.35177  18310.23000  199.52000  36395.79017   -224.66983
   73.42000  17932.79341  200.26244  18269.58000  202.01000  36202.37341   -336.78659
   73.47000  17970.43109  196.37020  17706.21000  195.15000  35676.64109    264.22109
   73.52000  18204.90130  202.77168  18349.02000  203.57000  36553.92130   -144.11870
   73.57000  18135.30603  200.81464  17912.72000  199.78000  36048.02603    222.58603
   73.62000  18112.11391  201.17277  18108.93000  201.23000  36221.04391      3.18391
   73.67000  17891.53268  195.70617  18028.37000  196.45000  35919.90268   -136.83732
   73.72000  18247.61613  203.91484  18193.78000  203.72000  36441.39613     53.83613
   73.77000  17400.81526  196.13005  18164.48000  200.01000  35565.29526   -763.66474
   73.82000  17907.52028  201.55879  18221.60000  203.22000  36129.12028   -314.07972
   73.87000  18168.35224  201.17530  18378.45000  202.28000  36546.80224   -210.09776
   73.92000  18117.88157  199.87798  17634.48000  197.55000  35752.36157    483.40157
   73.97000  17695.22728  203.53668  17457.68000  202.40000  35152.90728    237.54728
   74.02000  18519.05500  211.43903  17758.72000  207.60000  36277.77500    760.33500
   74.07000  17823.15535  197.48795  17819.42000  197.55000  35642.57535      3.73535
   74.12000  17434.31033  196.65852  18077.74000  199.96000  35512.05033   -643.42967
   74.17000  18238.69819  205.26854  18064.59000  204.47000  36303.28819    174.10819
   74.22000  17895.62424  196.02551  17983.29000  196.53000  35878.91424    -87.66576
   74.27000  17848.75079  201.85640  17910.16000  202.25000  35758.91079    -61.40921
   74.32000  17825.51541  197.92649  18138.34000  199.55000  35963.85541   -312.82459
   74.37000  18093.40945  199.99843  17669.88000  197.97000  35763.28945    423.52945
   74.42000  17875.10889  200.21383  18029.83000  201.06000  35904.93889   -154.72111
   74.47000  17976.06659  199.83580  17736.34000  198.72000  35712.40659    239.72659
   74.52000  17829.34830  196.05859  17686.00000  195.43000  35515.34830    143.34830
   74.57000  18059.32073  199.79713  18313.22000  201.13000  36372.54073   -253.89927
   74.62000  17491.67816  194.23678  17554.22000  194.62000  35045.89816    -62.54184
   74.67000  18045.36669  199.00071  17563.51000  196.68000  35608.87669    481.85669
   74.72000  17687.66337  198.10520  17854.19000  199.01000  35541.85337   -166.52663
   74.77000  17696.33681  199.49087  18077.83000  201.48000  35774.16681   -381.49319
   74.82000  17916.86589  195.54777  17796.89000  195.03000  35713.75589    119.97589
   74.87000  17922.13933  198.12497  18207.33000  199.61000  36129.46933   -285.19067
   74.92000  17798.83954  195.16853  17800.99000  195.25000  35599.82954     -2.15046
   74.97000  17958.44919  197.74271  17821.40000  197.14000  35779.84919    137.04919
   75.02000  18080.83997  199.79513  17549.46000  197.23000  35630.29997    531.37997
   75.07000  18082.55334  198.30763  18119.83000  198.57000  36202.38334    -37.27666
   75.12000  17843.34133  197.14237  17848.08000  197.25000  35691.42133     -4.73867
   75.17000  18046.76126  197.17755  17951.94000  196.79000  35998.70126     94.82126
   75.22000  17939.19242  198.84053  17893.94000  198.69000  35833.13242     45.25242
   75.27000  17663.23869  196.83001  17836.07000  197.76000  35499.30869   -172.83131
   75.32000  18040.12082  197.86834  17791.33000  196.71000  35831.45082    248.79082
   75.37000  17961.69921  198.39851  17631.73000  196.84000  35593.42921    329.96921
   75.42000  18004.07203  199.18356  18096.27000  199.72000  36100.34203    -92.19797
   75.47000  17508.04654  196.01756  17825.89000  197.67000  35333.93654   -317.84346
   75.52000  18054.26063  199.27929  17887.61000  198.54000  35941.87063    166.65063
   75.57000  17856.15009  198.01884  18300.02000  200.27000  36156.17009   -443.86991
   75.62000  17810.56907  198.59189  18238.73000  200.78000  36049.29907   -428.16093
   75.67000  17698.18435  195.71323  18182.58000  198.17000  35880.76435   -484.39565
   75.72000  18329.54229  201.45736  17613.60000  197.97000  35943.14229    715.94229
   75.77000  17737.53669  197.51760  18310.24000  200.42000  36047.77669   -572.70331
   75.82000  18066.00663  199.20105  18090.87000  199.40000  36156.87663    -24.86337
   75.87000  18192.90355  201.60069  17969.63000  200.57000  36162.53355    223.27355
   75.92000  18534.66169  202.64718  17997.25000  200.07000  36531.91169    537.41169
   75.97000  18356.97576  199.10381  17731.97000  196.12000  36088.94576    625.00576
   76.02000  17675.05742  199.68882  18182.88000  202.31000  35857.93742   -507.82258
   76.07000  17937.93730  194.83908  18176.46000  196.07000  36114.39730   -238.52270
   76.12000  18536.65197  204.35911  18468.78000  204.10000  37005.43197     67.87197
   76.17000  18118.97661  197.53070  18136.31000  197.69000  36255.28661    -17.33339
   76.22000  18345.62393  199.33407  17743.49000  196.46000  36089.11393    602.13393
   76.27000  18629.00880  202.18441  17842.43000  198.40000  36471.43880    786.57880
   76.32000  18548.91959  199.10737  17988.15000  196.47000  36537.06959    560.76959
   76.37000  17960.49186  195.28227  18081.91000  195.95000  36042.40186   -121.41814
   76.42000  17703.90812  201.72710  18091.68000  203.77000  35795.58812   -387.77188
   76.47000  18433.04064  197.49150  18278.34000  196.82000  36711.38064    154.70064
   76.52000  18368.27884  203.48179  17998.77000  201.72000  36367.04884    369.50884
   76.57000  18382.31161  197.22502  17897.75000  194.96000  36280.06161    484.56161
   76.62000  18341.13298  201.77615  18242.42000  201.37000  36583.55298     98.71298
   76.67000  18689.61337  199.93503  18021.82000  196.78000  36711.43337    667.79337
   76.72000  17936.05810  199.72650  18150.94000  200.87000  36086.99810   -214.88190
   76.77000  18274.22522  199.98959  17965.90000  198.54000  36240.12522    308.32522
