  2Theta(x)          dd      Delete          del         dd        I_sum(y)    I_diff(y2)
   32.57000  21960.86587  229.02256  21813.45000  228.42000  43774.31587    147.41587
   32.62000  21854.38076  216.66149  21888.42000  216.90000  43742.80076    -34.03924
   32.67000  21639.47415  221.64385  21745.51000  222.21000  43384.98415   -106.03585
   32.72000  21996.01762  218.68333  21801.93000  217.91000  43797.94762    194.08762
   32.77000  22183.02058  224.50749  21408.83000  221.06000  43591.85058    774.19058
   32.82000  21581.93946  216.16210  21629.96000  216.46000  43211.89946    -48.02054
   32.87000  21558.12129  220.20422  21401.90000  219.57000  42960.02129    156.22129
   32.92000  21836.62451  217.60829  21701.19000  217.08000  43537.81451    135.43451
   32.97000  21689.99701  222.00337  21429.37000  220.89000  43119.36701    260.62701
   33.02000  21765.19803  217.06875  21249.27000  214.83000  43014.46803    515.92803
   33.07000  21628.64329  220.12281  21461.71000  219.45000  43090.35329    166.93329
   33.12000  22011.03723  220.29279  21186.38000  216.65000  43197.41723    824.65723
   33.17000  20703.50297  217.17946  21540.90000  221.14000  42244.40297   -837.39703
   33.22000  20898.28602  211.47846  21352.03000  213.60000  42250.31602   -453.74398
   33.27000  21251.03578  218.89525  21490.42000  220.08000  42741.45578   -239.38422
   33.32000  21049.96492  215.00350  21527.43000  217.25000  42577.39492   -477.46508
   33.37000  21220.65646  216.57792  21338.22000  217.20000  42558.87646   -117.56354
   33.42000  21211.47530  216.20943  21231.08000  216.38000  42442.55530    -19.60470
   33.47000  21298.13481  218.83440  21074.24000  217.88000  42372.37481    223.89481
   33.52000  21096.89227  213.38147  21366.66000  214.67000  42463.55227   -269.76773
   33.57000  21399.10650  218.09743  21174.66000  217.16000  42573.76650    224.44650
   33.62000  20935.90184  213.61620  21204.46000  214.92000  42140.36184   -268.55816
   33.67000  21278.14438  218.69489  21150.08000  218.19000  42428.22438    128.06438
   33.72000  21434.45959  215.24863  21051.63000  213.61000  42486.08959    382.82959
   33.77000  21396.18351  217.81350  21172.61000  216.88000  42568.79351    223.57351
   33.82000  21364.09843  217.59655  21105.14000  216.50000  42469.23843    258.95843
   33.87000  21249.23242  216.85785  20992.10000  215.76000  42241.33242    257.13242
   33.92000  21038.29203  214.07817  21025.42000  214.10000  42063.71203     12.87203
   33.97000  21075.72982  216.04283  21384.09000  217.54000  42459.81982   -308.36018
   34.02000  21165.29015  214.37599  21336.90000  215.24000  42502.19015   -171.60985
   34.07000  20988.43524  215.38458  20939.61000  215.24000  41928.04524     48.82524
   34.12000  21085.72993  215.34578  21242.59000  216.14000  42328.31993   -156.86007
   34.17000  20957.58142  215.91227  21135.47000  216.81000  42093.05142   -177.88858
   34.22000  20936.39129  214.17319  21446.47000  216.57000  42382.86129   -510.07871
   34.27000  20801.92073  215.07981  21257.30000  217.26000  42059.22073   -455.37927
   34.32000  20861.82657  211.91683  21082.54000  213.00000  41944.36657   -220.71343
   34.37000  21207.84939  215.60020  20897.24000  214.26000  42105.08939    310.60939
   34.42000  20968.22257  215.29600  21112.56000  216.04000  42080.78257   -144.33743
   34.47000  21138.61960  216.67966  21102.59000  216.60000  42241.20960     36.02960
   34.52000  20969.07595  213.33435  20890.88000  213.06000  41859.95595     78.19595
   34.57000  21053.51591  215.80015  20708.36000  214.29000  41761.87591    345.15591
   34.62000  20543.09407  216.41023  20938.86000  218.35000  41481.95407   -395.76593
   34.67000  20961.13911  212.09264  20926.53000  212.02000  41887.66911     34.60911
   34.72000  21530.86331  220.17028  21260.52000  219.01000  42791.38331    270.34331
   34.77000  20651.84737  211.88073  21141.62000  214.19000  41793.46737   -489.77263
   34.82000  20970.22974  215.14108  20553.03000  213.29000  41523.25974    417.19974
   34.87000  20863.77122  214.05912  21241.96000  215.87000  42105.73122   -378.18878
   34.92000  20665.03372  215.30920  20933.44000  216.64000  41598.47372   -268.40628
   34.97000  20750.41807  213.92980  21103.44000  215.63000  41853.85807   -353.02193
   35.02000  20612.74509  213.48114  21176.98000  216.16000  41789.72509   -564.23491
   35.07000  20950.71991  214.82182  20481.00000  212.73000  41431.71991    469.71991
   35.12000  21135.39249  216.60028  20644.25000  214.42000  41779.64249    491.14249
   35.17000  21239.74452  214.82356  20610.64000  212.03000  41850.38452    629.10452
   35.22000  20887.78293  216.27883  21039.95000  217.06000  41927.73293   -152.16707
   35.27000  20673.01769  212.90280  21263.05000  215.68000  41936.06769   -590.03231
   35.32000  20653.49731  211.67379  20673.38000  211.84000  41326.87731    -19.88269
   35.37000  21148.01125  212.48254  20893.20000  211.42000  42041.21125    254.81125
   35.42000  20521.95516  209.68660  20795.33000  211.01000  41317.28516   -273.37484
   35.47000  21036.72653  204.51615  20523.37000  202.35000  41560.09653    513.35653
   35.52000  20694.64620  216.48038  20876.99000  217.41000  41571.63620   -182.34380
   35.57000  20586.23434  220.68739  20122.61000  218.54000  40708.84434    463.62434
   35.62000  21137.54361  303.62288  20997.30000  302.83000  42134.84361    140.24361
   35.67000  21125.09047  307.42698  21201.02000  308.04000  42326.11047    -75.92953
   35.72000  20872.68794  191.06865  20880.51000  191.17000  41753.19794     -7.82206
   35.77000  20927.85828  206.70502  20838.89000  206.39000  41766.74828     88.96828
   35.82000  20920.55319  209.04812  20698.07000  208.13000  41618.62319    222.48319
   35.87000  20881.27963  215.88476  20309.25000  213.30000  41190.52963    572.02963
   35.92000  20470.56994  208.36685  20714.05000  209.56000  41184.61994   -243.48006
   35.97000  20870.02893  213.47723  21165.14000  214.90000  42035.16893   -295.11107
   36.02000  20752.44714  214.87151  21046.04000  216.31000  41798.48714   -293.59286
   36.07000  20911.42161  217.66596  20671.59000  216.63000  41583.01161    239.83161
   36.12000  20787.43062  210.37289  20989.96000  211.37000  41777.39062   -202.52938
   36.17000  20788.86406  211.28834  20933.36000  212.02000  41722.22406   -144.49594
   36.22000  20782.40160  215.97778  20808.03000  216.18000  41590.43160    -25.62840
   36.27000  20422.75575  212.50034  20536.63000  213.11000  40959.38575   -113.87425
   36.32000  20727.03865  214.60101  20511.65000  213.69000  41238.68865    215.38865
   36.37000  20825.68873  213.13416  20366.42000  211.10000  41192.10873    459.26873
   36.42000  20503.02646  213.88518  20396.94000  213.46000  40899.96646    106.08646
   36.47000  20763.65923  213.68204  20722.24000  213.57000  41485.89923     41.41923
   36.52000  20826.96137  213.50041  20709.98000  213.04000  41536.94137    116.98137
   36.57000  20144.11509  209.54946  20576.34000  211.63000  40720.45509   -432.22491
   36.62000  20832.86271  216.74177  20928.13000  217.27000  41760.99271    -95.26729
   36.67000  20370.22830  217.04698  21034.06000  220.26000  41404.28830   -663.83170
   36.72000  20691.15591  211.34581  20844.21000  212.13000  41535.36591   -153.05409
   36.77000  20717.11142  212.09982  20821.64000  212.66000  41538.75142   -104.52858
   36.82000  20761.36899  214.70642  20868.56000  215.29000  41629.92899   -107.19101
   36.87000  19991.78775  211.03275  20371.40000  212.89000  40363.18775   -379.61225
   36.92000  20272.83328  212.14158  20525.03000  213.40000  40797.86328   -252.19672
   36.97000  20867.95347  211.81680  20633.27000  210.83000  41501.22347    234.68347
   37.02000  20416.75851  217.93300  20493.01000  218.38000  40909.76851    -76.25149
   37.07000  21125.27711  221.31055  21012.27000  220.86000  42137.54711    113.00711
   37.12000  20757.03195  211.26744  20853.41000  211.78000  41610.44195    -96.37805
   37.17000  20294.85538  210.32686  20688.90000  212.22000  40983.75538   -394.04462
   37.22000  20339.60269  212.51422  20484.92000  213.27000  40824.52269   -145.31731
   37.27000  20717.10854  207.37560  20655.81000  207.18000  41372.91854     61.29854
   37.32000  20705.00743  219.21662  21043.06000  220.90000  41748.06743   -338.05257
   37.37000  20723.46262  221.53282  20944.84000  222.66000  41668.30262   -221.37738
   37.42000  20683.76022  210.82423  20302.47000  209.16000  40986.23022    381.29022
   37.47000  20658.83970  211.33190  20897.44000  212.50000  41556.27970   -238.60030
   37.52000  20578.64702  218.92845  20586.67000  219.05000  41165.31702     -8.02298
   37.57000  20779.66518  215.81752  20319.51000  213.75000  41099.17518    460.15518
   37.62000  20850.46358  213.86572  20321.61000  211.50000  41172.07358    528.85358
   37.67000  20398.50258  211.20258  20369.63000  211.14000  40768.13258     28.87258
   37.72000  20798.18407  217.98171  20626.02000  217.25000  41424.20407    172.16407
   37.77000  20557.70149  215.51306  20641.23000  215.99000  41198.93149    -83.52851
   37.82000  20691.70822  215.86176  21082.79000  217.76000  41774.49822   -391.08178
   37.87000  20249.13750  211.22941  20555.97000  212.74000  40805.10750   -306.83250
   37.92000  20178.63224  213.39747  20302.50000  214.06000  40481.13224   -123.86776
   37.97000  20274.97265  211.84109  20156.52000  211.37000  40431.49265    118.45265
   38.02000  20514.29327  215.20645  20412.39000  214.81000  40926.68327    101.90327
   38.07000  20550.34751  211.15922  20812.93000  212.45000  41363.27751   -262.58249
   38.12000  20331.22151  219.63219  20712.23000  221.55000  41043.45151   -381.00849
   38.17000  20473.75865  213.59149  20744.54000  214.93000  41218.29865   -270.78135
   38.22000  20136.18533  212.07811  20713.58000  214.86000  40849.76533   -577.39467
   38.27000  19994.95688  209.21453  20712.98000  212.63000  40707.93688   -718.02312
   38.32000  20704.15229  217.80749  20519.60000  217.02000  41223.75229    184.55229
   38.37000  20415.96759  211.64724  20785.64000  213.43000  41201.60759   -369.67241
   38.42000  20477.96492  218.00408  20113.24000  216.35000  40591.20492    364.72492
   38.47000  20347.30335  213.03844  20546.82000  214.05000  40894.12335   -199.51665
   38.52000  20458.41509  214.54303  20346.07000  214.10000  40804.48509    112.34509
   38.57000  20149.19946  211.59729  20643.48000  213.98000  40792.67946   -494.28054
   38.62000  20253.37256  225.19271  20060.57000  224.32000  40313.94256    192.80256
   38.67000  20316.12728  216.92929  20488.86000  217.83000  40804.98728   -172.73272
   38.72000  20563.65712  209.85083  20561.03000  209.92000  41124.68712      2.62712
   38.77000  20448.32335  216.36685  20755.35000  217.89000  41203.67335   -307.02665
   38.82000  20189.96045  221.23655  20318.23000  221.95000  40508.19045   -128.26955
   38.87000  20210.99903  220.68199  20709.62000  223.18000  40920.61903   -498.62097
   38.92000  20542.87176  215.31991  21034.70000  217.69000  41577.57176   -491.82824
   38.97000  20572.84598  216.83490  20417.00000  216.18000  40989.84598    155.84598
   39.02000  20541.20665  212.35392  20442.44000  211.98000  40983.64665     98.76665
   39.07000  20536.32933  217.33522  20027.89000  215.00000  40564.21933    508.43933
   39.12000  20568.01290  213.66388  20446.52000  213.18000  41014.53290    121.49290
   39.17000  20317.14989  219.08208  20486.73000  219.98000  40803.87989   -169.58011
   39.22000  20155.80232  212.36359  20699.61000  214.99000  40855.41232   -543.80768
   39.27000  20971.56490  218.28011  19897.54000  213.29000  40869.10490   1074.02490
   39.32000  20547.23059  214.85561  20437.81000  214.43000  40985.04059    109.42059
   39.37000  20468.33339  215.83329  20308.22000  215.16000  40776.55339    160.11339
   39.42000  20426.22298  210.67120  20217.30000  209.79000  40643.52298    208.92298
   39.47000  20074.38789  214.38492  20539.21000  216.68000  40613.59789   -464.82211
   39.52000  20132.35269  211.16711  20510.14000  213.01000  40642.49269   -377.78731
   39.57000  20747.36656  221.34439  20620.84000  220.83000  41368.20656    126.52656
   39.62000  20599.03239  211.88383  20364.46000  210.88000  40963.49239    234.57239
   39.67000  19954.14673  212.46346  20199.04000  213.70000  40153.18673   -244.89327
   39.72000  20395.61783  213.93207  20503.03000  214.52000  40898.64783   -107.41217
   39.77000  19766.64152  211.75069  20628.27000  215.91000  40394.91152   -861.62848
   39.82000  20282.84020  213.45577  20252.96000  213.40000  40535.80020     29.88020
   39.87000  20438.64236  215.74293  20214.31000  214.76000  40652.95236    224.33236
   39.92000  20646.98901  212.05745  20300.78000  210.53000  40947.76901    346.20901
   39.97000  20254.74937  214.64251  20267.99000  214.79000  40522.73937    -13.24063
   40.02000  20528.82856  212.79835  20389.06000  212.23000  40917.88856    139.76856
   40.07000  19969.99949  215.12844  21038.90000  220.29000  41008.89949  -1068.90051
   40.12000  20445.79756  214.62423  20766.95000  216.21000  41212.74756   -321.15244
   40.17000  20075.45035  209.69955  20546.25000  211.96000  40621.70035   -470.79965
   40.22000  20115.03320  213.86066  20566.04000  216.07000  40681.07320   -451.00680
   40.27000  20326.62298  216.27894  20116.02000  215.35000  40442.64298    210.60298
   40.32000  20749.82494  212.05308  20389.91000  210.47000  41139.73494    359.91494
   40.37000  20024.42788  214.26017  20399.33000  216.13000  40423.75788   -374.90212
   40.42000  20282.99062  213.27755  20162.92000  212.80000  40445.91062    120.07062
   40.47000  20310.84281  212.28167  20427.16000  212.91000  40738.00281   -116.31719
   40.52000  20143.29735  213.61424  20542.21000  215.58000  40685.50735   -398.91265
   40.57000  20194.74505  213.13711  20243.57000  213.45000  40438.31505    -48.82495
   40.62000  20247.78736  212.11526  20368.20000  212.76000  40615.98736   -120.41264
   40.67000  20095.29225  213.55557  20490.97000  215.50000  40586.26225   -395.67775
   40.72000  20424.29851  212.17089  20232.63000  211.36000  40656.92851    191.66851
   40.77000  20086.25657  212.68550  20205.87000  213.34000  40292.12657   -119.61343
   40.82000  20395.04967  214.31046  20521.83000  214.98000  40916.87967   -126.78033
   40.87000  20457.82449  214.50884  20471.76000  214.65000  40929.58449    -13.93551
   40.92000  20074.59369  210.73242  20448.72000  212.56000  40523.31369   -374.12631
   40.97000  20403.06192  213.39466  20776.92000  215.22000  41179.98192   -373.85808
   41.02000  20070.51978  214.46683  20197.15000  215.15000  40267.66978   -126.63022
   41.07000  20131.41641  213.55132  20389.50000  214.85000  40520.91641   -258.08359
   41.12000  20676.47009  213.52354  19812.20000  209.57000  40488.67009    864.27009
   41.17000  20241.37941  209.10438  20328.18000  209.58000  40569.55941    -86.80059
   41.22000  20211.44400  215.39186  20286.03000  215.83000  40497.47400    -74.58600
   41.27000  20427.17162  216.16783  20359.25000  215.92000  40786.42162     67.92162
   41.32000  20296.05409  212.65866  20289.00000  212.70000  40585.05409      7.05409
   41.37000  20046.71926  208.56661  20457.78000  210.54000  40504.49926   -411.06074
   41.42000  20135.63929  213.89279  20136.08000  213.98000  40271.71929     -0.44071
   41.47000  20364.02399  212.40501  20317.02000  212.27000  40681.04399     47.00399
   41.52000  20358.37966  212.92569  20373.56000  213.07000  40731.93966    -15.18034
   41.57000  20530.09796  216.37611  20549.42000  216.56000  41079.51796    -19.32204
   41.62000  20418.62693  215.27130  20719.27000  216.77000  41137.89693   -300.64307
   41.67000  20727.56446  216.33970  20632.89000  215.98000  41360.45446     94.67446
   41.72000  20382.99317  214.91728  20674.00000  216.37000  41056.99317   -291.00683
   41.77000  19825.66812  210.76492  20463.82000  213.85000  40289.48812   -638.15188
   41.82000  19966.25170  215.04000  20608.18000  218.19000  40574.43170   -641.92830
   41.87000  20604.79155  216.73830  20331.20000  215.52000  40935.99155    273.59155
   41.92000  20781.35457  220.76592  20489.40000  219.46000  41270.75457    291.95457
   41.97000  20643.48860  217.44131  20300.02000  215.90000  40943.50860    343.46860
   42.02000  20502.25481  229.90556  21025.46000  232.60000  41527.71481   -523.20519
   42.07000  20530.10490  215.91366  20729.08000  216.92000  41259.18490   -198.97510
   42.12000  20323.05203  214.66131  20676.03000  216.40000  40999.08203   -352.97797
   42.17000  20485.35625  218.89617  20935.96000  221.12000  41421.31625   -450.60375
   42.22000  20203.47137  212.23773  20489.91000  213.66000  40693.38137   -286.43863
   42.27000  20486.75312  215.37535  21100.51000  218.31000  41587.26312   -613.75688
   42.32000  20737.89802  217.76712  21247.99000  220.23000  41985.88802   -510.09198
   42.37000  20148.45367  213.51090  20897.89000  217.11000  41046.34367   -749.43633
   42.42000  20951.40843  218.32757  21199.88000  219.56000  42151.28843   -248.47157
   42.47000  20615.85974  220.08918  21122.80000  222.58000  41738.65974   -506.94026
   42.52000  20989.52879  215.11857  21477.70000  217.43000  42467.22879   -488.17121
   42.57000  20902.00351  214.91823  21318.32000  216.91000  42220.32351   -416.31649
   42.62000  20270.14144  216.34227  21552.93000  222.44000  41823.07144  -1282.78856
   42.67000  21028.86191  220.05346  21169.06000  220.79000  42197.92191   -140.19809
   42.72000  20871.49458  214.48202  21398.68000  216.97000  42270.17458   -527.18542
   42.77000  21110.34098  222.04813  21852.05000  225.59000  42962.39098   -741.70902
   42.82000  21128.80078  217.77063  21327.91000  218.77000  42456.71078   -199.10922
   42.87000  21021.45096  215.81151  21391.03000  217.59000  42412.48096   -369.57904
   42.92000  21265.49211  222.63936  21775.78000  225.10000  43041.27211   -510.28789
   42.97000  20619.47134  208.87095  21478.65000  212.80000  42098.12134   -859.17866
   43.02000  21000.18548  225.07190  21229.56000  226.25000  42229.74548   -229.37452
   43.07000  20487.99213  218.31198  21435.16000  222.85000  41923.15213   -947.16787
   43.12000  21427.15519  216.00815  21356.35000  215.78000  42783.50519     70.80519
   43.17000  20737.69900  217.23421  21570.01000  221.17000  42307.70900   -832.31100
   43.22000  20791.14476  216.61020  21671.99000  220.75000  42463.13476   -880.84524
   43.27000  21374.57664  218.70572  21042.53000  217.26000  42417.10664    332.04664
   43.32000  20959.79746  218.62702  21657.45000  221.93000  42617.24746   -697.65254
   43.37000  20625.69936  218.39147  21514.57000  222.64000  42140.26936   -888.87064
   43.42000  20753.50732  216.52420  21223.79000  218.78000  41977.29732   -470.28268
   43.47000  20430.44179  214.06086  21607.41000  219.57000  42037.85179  -1176.96821
   43.52000  20366.42507  217.69490  21350.83000  222.42000  41717.25507   -984.40493
   43.57000  20572.32635  212.55918  21455.35000  216.68000  42027.67635   -883.02365
   43.62000  20524.67474  218.22659  20868.47000  219.94000  41393.14474   -343.79526
   43.67000  21032.78233  215.07435  20959.20000  214.83000  41991.98233     73.58233
   43.72000  20408.39548  217.56871  21031.57000  220.60000  41439.96548   -623.17452
   43.77000  20146.39526  210.97422  20674.99000  213.52000  40821.38526   -528.59474
   43.82000  20264.96521  212.37929  20945.29000  215.62000  41210.25521   -680.32479
   43.87000  20046.88456  209.80950  20870.55000  213.70000  40917.43456   -823.66544
   43.92000  20218.27436  215.10958  21184.39000  219.73000  41402.66436   -966.11564
   43.97000  19901.59329  209.49122  20399.23000  211.90000  40300.82329   -497.63671
   44.02000  20154.90592  213.56999  20411.60000  214.86000  40566.50592   -256.69408
   44.07000  20180.88355  210.45530  20104.72000  210.18000  40285.60355     76.16355
   44.12000  20304.25627  215.05927  20531.96000  216.21000  40836.21627   -227.70373
   44.17000  19986.61291  204.77272  20369.43000  206.59000  40356.04291   -382.81709
   44.22000  20167.90500  219.01638  19880.00000  217.69000  40047.90500    287.90500
   44.27000  20186.16200  217.00284  19827.70000  215.35000  40013.86200    358.46200
   44.32000  20118.19826  207.13090  20348.81000  208.27000  40467.00826   -230.61174
   44.37000  19931.54572  207.84101  20107.86000  208.74000  40039.40572   -176.31428
   44.42000  19824.76889  212.93384  20082.13000  214.25000  39906.89889   -257.36111
   44.47000  20201.88067  211.40714  20030.38000  210.68000  40232.26067    171.50067
   44.52000  19907.38658  213.33733  20014.09000  213.93000  39921.47658   -106.70342
   44.57000  19822.37067  209.52861  20213.38000  211.45000  40035.75067   -391.00933
   44.62000  19714.05425  212.74225  19988.93000  214.14000  39702.98425   -274.87575
   44.67000  20092.06743  205.68800  20174.77000  206.14000  40266.83743    -82.70257
   44.72000  19817.94900  218.26357  19630.80000  217.42000  39448.74900    187.14900
   44.77000  19830.72875  210.32651  19783.75000  210.18000  39614.47875     46.97875
   44.82000  20025.74325  215.42523  20529.16000  217.91000  40554.90325   -503.41675
   44.87000  19949.68358  211.98023  19941.55000  212.02000  39891.23358      8.13358
   44.92000  20120.55788  216.31738  19872.27000  215.20000  39992.82788    248.28788
   44.97000  19890.08691  208.42391  19921.41000  208.65000  39811.49691    -31.32309
   45.02000  19496.24905  215.00063  19937.08000  217.24000  39433.32905   -440.83095
   45.07000  19797.20578  214.07770  19986.61000  215.07000  39783.81578   -189.40422
   45.12000  19961.43222  215.79891  20350.30000  217.75000  40311.73222   -388.86778
   45.17000  19847.27803  210.72762  20285.48000  212.88000  40132.75803   -438.20197
   45.22000  19688.18701  233.18709  19349.00000  231.47000  39037.18701    339.18701
   45.27000  20155.18826  213.67300  20142.04000  213.69000  40297.22826     13.14826
   45.32000  19798.69006  210.96744  20075.97000  212.36000  39874.66006   -277.27994
   45.37000  19415.85600  213.68126  20369.56000  218.39000  39785.41600   -953.70400
   45.42000  19548.82900  208.89499  20210.94000  212.11000  39759.76900   -662.11100
   45.47000  20122.98652  218.70425  20196.77000  219.14000  40319.75652    -73.78348
   45.52000  20132.82803  208.89328  19998.96000  208.35000  40131.78803    133.86803
   45.57000  19413.31018  214.72867  20145.22000  218.40000  39558.53018   -731.90982
   45.62000  20014.16134  211.16690  20260.21000  212.41000  40274.37134   -246.04866
   45.67000  19939.58487  214.52574  20344.61000  216.55000  40284.19487   -405.02513
   45.72000  19431.94047  210.15376  20097.28000  213.43000  39529.22047   -665.33953
   45.77000  20008.00425  212.18191  20217.63000  213.26000  40225.63425   -209.62575
   45.82000  20055.15721  207.30254  20420.20000  209.06000  40475.35721   -365.04279
   45.87000  20003.50224  218.24842  20457.87000  220.54000  40461.37224   -454.36776
   45.92000  20153.06943  210.95391  20342.07000  211.91000  40495.13943   -189.00057
   45.97000  20461.73630  214.05538  20087.80000  212.38000  40549.53630    373.93630
   46.02000  20016.71739  211.13543  20407.32000  213.05000  40424.03739   -390.60261
   46.07000  20214.99009  213.61681  20484.67000  214.97000  40699.66009   -269.67991
   46.12000  19701.60954  206.91425  20123.01000  208.96000  39824.61954   -421.40046
   46.17000  20011.67632  214.04153  20461.39000  216.26000  40473.06632   -449.71368
   46.22000  19885.62915  209.51650  20378.86000  211.90000  40264.48915   -493.23085
   46.27000  20538.78944  215.35062  20401.12000  214.79000  40939.90944    137.66944
   46.32000  20114.08984  209.64122  20665.32000  212.27000  40779.40984   -551.23016
   46.37000  20352.72037  212.84734  20719.52000  214.63000  41072.24037   -366.79963
   46.42000  20063.77861  209.63973  20116.02000  209.96000  40179.79861    -52.24139
   46.47000  20154.10795  211.90807  20339.67000  212.86000  40493.77795   -185.56205
   46.52000  20132.12806  206.84331  20262.84000  207.53000  40394.96806   -130.71194
   46.57000  20536.49051  216.33400  20426.12000  215.89000  40962.61051    110.37051
   46.62000  20075.89366  211.59375  20737.17000  214.76000  40813.06366   -661.27634
   46.67000  20233.29788  210.67738  20192.77000  210.56000  40426.06788     40.52788
   46.72000  20650.57212  214.37095  20834.83000  215.31000  41485.40212   -184.25788
   46.77000  20373.38225  210.57669  20301.96000  210.33000  40675.34225     71.42225
   46.82000  20115.27004  207.42654  20541.01000  209.46000  40656.28004   -425.73996
   46.87000  20266.10953  212.30513  20245.00000  212.28000  40511.10953     21.10953
   46.92000  20283.22955  212.48975  20480.73000  213.50000  40763.95955   -197.50045
   46.97000  19933.65709  208.78274  20840.28000  213.06000  40773.93709   -906.62291
   47.02000  19943.17094  209.65200  20142.78000  210.67000  40085.95094   -199.60906
   47.07000  20440.59928  211.13833  20433.26000  211.18000  40873.85928      7.33928
   47.12000  20096.79706  209.03479  20413.84000  210.58000  40510.63706   -317.04294
   47.17000  19890.72655  210.66657  19988.51000  211.21000  39879.23655    -97.78345
   47.22000  20390.33866  211.44697  20448.58000  211.79000  40838.91866    -58.24134
   47.27000  19892.27714  207.57987  20486.57000  210.41000  40378.84714   -594.29286
   47.32000  19956.73284  209.96502  20548.82000  212.81000  40505.55284   -592.08716
   47.37000  20395.76966  211.78696  20339.85000  211.60000  40735.61966     55.91966
   47.42000  20433.56913  211.09625  20683.69000  212.33000  41117.25913   -250.12087
   47.47000  20341.53474  211.31176  20388.33000  211.60000  40729.86474    -46.79526
   47.52000  19874.08639  209.66262  20463.09000  212.50000  40337.17639   -589.00361
   47.57000  19815.02842  209.17770  20575.17000  212.81000  40390.19842   -760.14158
   47.62000  20290.27548  211.65839  20159.01000  211.12000  40449.28548    131.26548
   47.67000  19850.20916  209.01916  20392.72000  211.64000  40242.92916   -542.51084
   47.72000  19683.31263  207.86436  20149.00000  210.14000  39832.31263   -465.68737
   47.77000  20226.78779  212.09783  20857.46000  215.11000  41084.24779   -630.67221
   47.82000  20020.48440  211.43777  20595.88000  214.21000  40616.36440   -575.39560
   47.87000  20530.33257  211.21098  20562.65000  211.45000  41092.98257    -32.31743
   47.92000  20697.32422  216.86811  20889.68000  217.85000  41587.00422   -192.35578
   47.97000  20097.96388  210.19824  20965.44000  214.29000  41063.40388   -867.47612
   48.02000  20489.92882  213.60550  20482.06000  213.65000  40971.98882      7.86882
   48.07000  20282.95955  210.60094  21088.43000  214.38000  41371.38955   -805.47045
   48.12000  20394.19428  216.94206  21320.70000  221.38000  41714.89428   -926.50572
   48.17000  20436.50058  210.04891  20900.22000  212.25000  41336.72058   -463.71942
   48.22000  20414.22496  213.48203  21270.50000  217.52000  41684.72496   -856.27504
   48.27000  21007.61667  216.78243  21258.33000  218.02000  42265.94667   -250.71333
   48.32000  20583.79635  212.92272  20951.25000  214.70000  41535.04635   -367.45365
   48.37000  20437.75543  220.57713  20914.75000  222.95000  41352.50543   -476.99457
   48.42000  20695.85488  218.61291  21152.12000  220.84000  41847.97488   -456.26512
   48.47000  20940.05069  220.47359  21403.58000  222.72000  42343.63069   -463.52931
   48.52000  20581.29646  209.15734  21713.01000  214.30000  42294.30646  -1131.71354
   48.57000  20824.91447  218.26003  21280.95000  220.47000  42105.86447   -456.03553
   48.62000  20978.46573  215.95369  21473.51000  218.30000  42451.97573   -495.04427
   48.67000  20894.07607  215.12668  21604.89000  218.45000  42498.96607   -710.81393
   48.72000  20898.42786  209.48950  21325.47000  211.47000  42223.89786   -427.04214
   48.77000  20805.39734  213.86473  21724.08000  218.12000  42529.47734   -918.68266
   48.82000  20843.03963  208.13718  21474.10000  211.01000  42317.13963   -631.06037
   48.87000  20984.32411  208.60457  21532.95000  211.11000  42517.27411   -548.62589
   48.92000  20955.40032  201.43527  21691.93000  204.65000  42647.33032   -736.52968
   48.97000  20995.31503  184.75963  21493.38000  186.78000  42488.69503   -498.06497
   49.02000  20944.68113  363.84971  21740.04000  370.12000  42684.72113   -795.35887
   49.07000  21181.48039  348.52550  21502.83000  351.01000  42684.31039   -321.34961
   49.12000  21146.28264  213.25211  21793.25000  216.23000  42939.53264   -646.96736
   49.17000  20995.08267  216.60324  21127.21000  217.29000  42122.29267   -132.12733
   49.22000  20992.30256  200.29116  21488.04000  202.47000  42480.34256   -495.73744
   49.27000  20718.02666  206.17209  21241.31000  208.57000  41959.33666   -523.28334
   49.32000  20985.02906  208.39082  21256.79000  209.68000  42241.81906   -271.76094
   49.37000  21106.54767  211.69892  21026.57000  211.42000  42133.11767     79.97767
   49.42000  20792.31937  212.45712  21016.31000  213.55000  41808.62937   -223.99063
   49.47000  20377.19977  210.56398  21535.25000  215.91000  41912.44977  -1158.05023
   49.52000  20406.76080  209.81269  21240.35000  213.68000  41647.11080   -833.58920
   49.57000  20719.11550  212.10629  20978.29000  213.37000  41697.40550   -259.17450
   49.62000  20813.92314  212.86545  20999.51000  213.80000  41813.43314   -185.58686
   49.67000  20193.32394  208.55824  20993.17000  212.29000  41186.49394   -799.84606
   49.72000  20631.87371  215.09326  20716.85000  215.57000  41348.72371    -84.97629
   49.77000  20631.23199  210.87505  20986.38000  212.56000  41617.61199   -355.14801
   49.82000  20607.12464  213.19304  21264.35000  216.29000  41871.47464   -657.22536
   49.87000  20549.16345  211.09678  21438.14000  215.21000  41987.30345   -888.97655
   49.92000  20577.22094  212.60333  20864.24000  214.01000  41441.46094   -287.01906
   49.97000  20399.86401  209.93661  20957.56000  212.57000  41357.42401   -557.69599
   50.02000  20508.42925  213.31777  20764.63000  214.59000  41273.05925   -256.20075
   50.07000  20375.78600  211.86762  20298.49000  211.59000  40674.27600     77.29600
