group_hkl orto

  28131   0  -2  0     386.32        0.90  25.03    73.81   -0.38   0.00    8.00A
  28132   1  -3  1     312.51        1.14  43.42    74.97  -18.57   0.00    7.99A
  28133   0  -2  1       5.34        0.15  25.65    77.71  -18.39   0.00    8.00A
  28134   0  -3  0       1.57        0.17  39.40    88.18   -0.57   0.00    8.00A
  28135   0  -3  1     170.22        0.82  40.60    91.27  -18.60   0.00    8.00A
  28136   1  -4  0     539.13        1.61  60.87    95.23   -0.74   0.00    8.00A
  28137   1  -4  1      84.17        0.63  63.68    98.88  -18.78   0.00    8.00A
  28138  -1  -2  0      85.93        0.46  28.42   104.39   -0.40   0.00    8.00A
  28139   0  -4  0    1108.16        2.31  57.81   106.59   -0.76   0.00    8.00A
  28140  -1  -2  1     167.36        0.63  29.21   108.02  -18.42   0.00    8.00A
  28141  -1  -3  0     452.53        1.38  42.16   109.85   -0.59   0.00    8.00A
  28142   0  -4  1     246.12        1.06  60.30   110.05  -18.80   0.00    8.00A
  28143  -1  -1  0     184.63        0.53  17.67   112.21   -0.21   0.00    8.00A
  28144  -1  -3  1     302.08        1.12  43.53   112.94  -18.62   0.00    8.00A
  28145  -1  -1  1      35.77        0.24  18.11   117.37  -18.22   0.00    8.00A
  28146   2   0  0     371.17        2.00  25.79   -15.51    0.04   0.00    8.20A
  28147  -1  -4  0     537.85        1.60  60.93   124.12   -0.78   0.00    8.00A
  28148  -1  -4  1      85.24        0.63  63.84   127.89  -18.82   0.00    8.00A
  28149  -2  -2  0     982.97        1.86  37.39   131.92   -0.42   0.00    8.00A
  28150  -2  -3  0      47.03        0.53  50.35   133.53   -0.61   0.00    8.00A
  28151  -2  -2  1     138.60        0.71  38.56   135.10  -18.44   0.00    8.00A
  28152  -2  -3  1     149.58        0.85  52.24   136.71  -18.64   0.00    8.00A
  28153  -2  -1  0     227.66        0.74  28.94   141.73   -0.23   0.00    8.00A
  28154  -2  -1  1     310.41        0.86  29.78   145.27  -18.24   0.00    8.00A
  28155  -1   0  0       5.03        0.10  12.56   151.27   -0.02   0.00    8.00A
  28156  -3  -2  0     206.10        1.02  51.09   156.86   -0.44   0.00    8.00A
  28157  -1   0  1     249.49        0.51  12.87   158.01  -18.02   0.00    8.00A
  28158  -3  -2  1     117.15        0.76  53.05   160.04  -18.46   0.00    8.00A
  28159  -3  -3  0      26.82        0.40  65.62   160.16   -0.63   0.00    8.00A
  28160  -3  -1  0     108.68        0.71  43.33   164.08   -0.25   0.00    8.00A
  28161  -3  -3  1     101.29        0.63  69.35   164.54  -18.66   0.00    8.00A
  28162  -2   0  0     382.18        0.90  25.79   164.49   -0.04   0.00    8.00A
  28163  -3  -1  1     124.46        0.75  44.80   167.11  -18.26   0.00    8.00A
  28164  -2   0  1       1.40        0.26  26.52   168.20  -18.04   0.00    8.00A
  28165  -4  -1  0     362.15        1.27  63.59  -171.37   -0.27   0.00    7.95A
  28166  -4  -1  1     172.83        0.83  66.88  -167.39  -18.28   0.00    7.95A
  28167  -2   1  0     224.14        0.74  28.91  -166.43    0.15   0.00    7.96A
  28168  -2   1  1     315.82        0.86  29.75  -163.12  -17.84   0.00    7.95A
  28169  -4   0  0     720.40        1.85  60.46  -160.84   -0.08   0.00    7.96A
  28170  -3   1  0     116.45        0.73  43.29  -160.03    0.13   0.00    7.95A
  28171  -1   1  0     187.40        0.53  17.65  -159.40    0.17   0.00    7.96A
  28172  -4   0  1       1.28        0.15  63.27  -157.26  -18.08   0.00    7.95A
  28173  -3   1  1     126.23        0.75  44.72  -157.15  -17.86   0.00    7.94A
  28174  -1   1  1      35.02        0.23  18.12  -154.71  -17.82   0.00    7.94A
  28175  -4   1  0     342.51        1.23  63.52  -144.11    0.11   0.00    7.96A
  28176  -4   1  1     165.42        0.82  66.70  -140.29  -17.88   0.00    7.96A
  28177  -2   2  0     937.97        1.82  37.33  -139.72    0.34   0.00    7.94A
  28178  -3   2  0     189.14        0.99  51.01  -137.30    0.32   0.00    7.96A
  28179  -2   2  1     126.22        0.68  38.46  -136.89  -17.64   0.00    7.95A
